title,dateAdded,salary,owner,categories,employmentType,customText6
job_43291,17/10/2023,60000.0,Newoldstamp,ml_engineer,freelance,mid
job_43292,29/10/2023,60000.0,Pingle Studio,fullstack,freelance,lead
job_43293,18/10/2023,40000.0,Playson,devops,temporary,principal
job_43294,28/10/2023,135000.0,Cosmolot,ml_engineer,contract,principal
job_43295,09/12/2023,105000.0,Field Complete,frontend,freelance,junior
job_43296,15/11/2023,135000.0,BilSoft,product_manager,permanent,principal
job_43297,07/11/2023,,Starnavi,data_scientist,temporary,senior
job_43298,27/10/2023,105000.0,Qubit Labs,data_scientist,contract,junior
job_43299,21/10/2023,,BitcoinWIde,devops,freelance,junior
job_43300,18/12/2023,40000.0,Plexteq,backend,permanent,principal
job_43301,10/11/2023,40000.0,JAM,ml_engineer,freelance,senior
job_43302,20/12/2023,60000.0,WebMeridian,software_engineer,temporary,junior
job_43303,13/10/2023,135000.0,Bintime,devops,permanent,junior
job_43304,08/11/2023,,Appus Studio,qa_engineer,freelance,lead
job_43305,24/12/2023,,SnoopGame,designer,permanent,entry
job_43306,06/10/2023,80000.0,Chudovo Inc,data_scientist,permanent,mid
job_43307,06/11/2023,80000.0,GeeksForLess,fullstack,permanent,junior
job_43308,02/11/2023,60000.0,Northell,software_engineer,permanent,entry
job_43309,23/11/2023,60000.0,1000GEEKS,frontend,freelance,junior
job_43310,13/10/2023,,Strikersoft,product_manager,freelance,principal
job_43311,30/12/2023,60000.0,AboutHR,product_manager,temporary,junior
job_43312,14/10/2023,105000.0,Develux,ml_engineer,contract,lead
job_43313,29/10/2023,60000.0,codespace,frontend,temporary,mid
job_43314,21/12/2023,60000.0,:DTeam,data_scientist,permanent,lead
job_43315,23/10/2023,40000.0,SirinSoftware,devops,permanent,lead
job_43316,28/10/2023,60000.0,AB Soft,qa_engineer,freelance,senior
job_43317,26/11/2023,40000.0,Team Work Spirit,data_scientist,contract,senior
job_43318,30/10/2023,60000.0,Upplabs,product_manager,freelance,lead
job_43319,04/10/2023,,24Slides,devops,contract,entry
job_43320,30/10/2023,,Solution Mentors,fullstack,temporary,mid
job_43321,17/12/2023,135000.0,ByteAnt,software_engineer,temporary,junior
job_43322,31/10/2023,,Riseapps,fullstack,freelance,entry
job_43323,06/11/2023,,Adoriasoft,ml_engineer,permanent,principal
job_43324,09/12/2023,60000.0,Teamvoy,backend,temporary,senior
job_43325,19/11/2023,60000.0,InterLogic,qa_engineer,freelance,mid
job_43326,01/12/2023,60000.0,Divoro,designer,freelance,entry
job_43327,29/12/2023,60000.0,Reenbit,fullstack,freelance,senior
job_43328,14/10/2023,40000.0,MaxBill,ml_engineer,permanent,junior
job_43329,26/11/2023,60000.0,EveryMatrix,product_manager,temporary,junior
job_43330,18/10/2023,80000.0,Quintagroup,devops,freelance,junior
job_43331,24/10/2023,60000.0,Jappware,designer,temporary,principal
job_43332,29/10/2023,,ITalentify,devops,contract,mid
job_43333,26/10/2023,60000.0,MadFish.Solutions,qa_engineer,temporary,junior
job_43334,14/11/2023,105000.0,Triple A,product_manager,contract,lead
job_43335,18/11/2023,,Lekast,qa_engineer,freelance,senior
job_43336,21/10/2023,60000.0,SDA Company,devops,temporary,lead
job_43337,29/10/2023,135000.0,SIS LLC,fullstack,freelance,senior
job_43338,09/10/2023,,Revenue Grid,software_engineer,freelance,lead
job_43339,19/10/2023,135000.0,Infinite Plus,devops,temporary,lead
job_43340,14/11/2023,60000.0,HR Studio,devops,contract,entry
job_43341,09/11/2023,,Idenon,devops,temporary,mid
job_43342,09/10/2023,,Sensority,devops,contract,lead
job_43343,10/10/2023,105000.0,Madgicx,product_manager,permanent,principal
job_43344,24/11/2023,40000.0,CNA International,product_manager,permanent,principal
job_43345,19/11/2023,40000.0,BigCommerce,software_engineer,permanent,senior
job_43346,11/11/2023,105000.0,Simporter,ml_engineer,freelance,principal
job_43347,12/11/2023,,Sweetcode Lab,data_scientist,freelance,senior
job_43348,18/12/2023,135000.0,Turnkey Labs,data_scientist,contract,entry
job_43349,24/12/2023,80000.0,Resolute Logistics,designer,permanent,mid
job_43350,11/10/2023,80000.0,airSlate,product_manager,temporary,junior
job_43351,10/10/2023,40000.0,Business-Class,backend,contract,mid
job_43352,13/10/2023,105000.0,WizardsDev,frontend,contract,principal
job_43353,18/12/2023,80000.0,KindGeek,devops,freelance,principal
job_43354,29/12/2023,,Olive Systems,backend,permanent,entry
job_43355,25/11/2023,80000.0,Wattum,designer,contract,lead
job_43356,08/12/2023,80000.0,WebMeridian,devops,permanent,senior
job_43357,18/10/2023,105000.0,Lumen Global,data_scientist,contract,principal
job_43358,28/11/2023,80000.0,A.V.A. LTD,software_engineer,permanent,principal
job_43359,03/12/2023,105000.0,Quantum Solutions,qa_engineer,temporary,entry
job_43360,26/11/2023,40000.0,Blackthorn,ml_engineer,freelance,senior
job_43361,06/10/2023,80000.0,OntargIT,backend,contract,junior
job_43362,16/12/2023,105000.0,SD Solutions,backend,temporary,junior
job_43363,17/10/2023,80000.0,Frontrunners,data_scientist,permanent,mid
job_43364,14/10/2023,135000.0,Advanced Communities,designer,permanent,junior
job_43365,29/10/2023,105000.0,JBW Soft,backend,temporary,lead
job_43366,27/11/2023,80000.0,Playwing,frontend,contract,lead
job_43367,12/11/2023,60000.0,TechBiz Global,product_manager,permanent,mid
job_43368,23/11/2023,60000.0,Lacero,product_manager,contract,principal
job_43369,05/10/2023,80000.0,Zgraya Digital,backend,freelance,principal
job_43370,19/12/2023,,CASAFARI,data_scientist,contract,junior
job_43371,21/10/2023,60000.0,EdIble Arrangements Ukraine,designer,permanent,principal
job_43372,02/11/2023,135000.0,Fireart,software_engineer,freelance,principal
job_43373,04/12/2023,40000.0,Sprout Therapy,backend,freelance,mid
job_43374,22/10/2023,105000.0,SSA Group,frontend,freelance,junior
job_43375,25/10/2023,105000.0,CodeGeeks Solutions,qa_engineer,permanent,mid
job_43376,12/11/2023,,YO-DA wallet,fullstack,contract,lead
job_43377,17/10/2023,60000.0,Blackthorn vision,frontend,contract,junior
job_43378,07/11/2023,40000.0,Ascendix,backend,contract,junior
job_43379,25/10/2023,40000.0,Brightdoor,qa_engineer,permanent,junior
job_43380,29/12/2023,60000.0,ShipHawk,fullstack,temporary,lead
job_43381,08/11/2023,105000.0,Cadabra Studio,data_scientist,contract,entry
job_43382,07/11/2023,40000.0,Quantum,qa_engineer,freelance,entry
job_43383,10/12/2023,60000.0,Bintime,software_engineer,freelance,junior
job_43384,26/12/2023,80000.0,Devellar,product_manager,temporary,lead
job_43385,17/10/2023,60000.0,DRL,qa_engineer,freelance,junior
job_43386,29/12/2023,,Mobilunity,software_engineer,permanent,senior
job_43387,23/12/2023,80000.0,Erbis,devops,contract,junior
job_43388,03/12/2023,60000.0,AMC Bridge,frontend,temporary,junior
job_43389,29/11/2023,135000.0,AUTO1 Group,data_scientist,contract,mid
job_43390,08/11/2023,40000.0,Wizer,backend,freelance,mid
job_43391,25/10/2023,60000.0,M.ROSENFELD,devops,permanent,junior
job_43392,04/10/2023,60000.0,WorkNest Technologies,backend,permanent,senior
job_43393,27/11/2023,60000.0,LEAP-GAMING,software_engineer,freelance,mid
job_43394,26/11/2023,60000.0,Tilting Point,devops,freelance,principal
job_43395,21/10/2023,105000.0,Evrius,software_engineer,freelance,mid
job_43396,28/11/2023,135000.0,PIN-UP.TECH,software_engineer,temporary,lead
job_43397,19/11/2023,40000.0,Booongo,product_manager,permanent,mid
job_43398,03/12/2023,40000.0,ClearVin,designer,permanent,senior
job_43399,28/11/2023,105000.0,Mates Marketing,backend,contract,lead
job_43400,06/11/2023,105000.0,HRForecast,product_manager,contract,lead
job_43401,09/12/2023,60000.0,Diceus,software_engineer,permanent,entry
job_43402,28/10/2023,105000.0,3D Source,ml_engineer,permanent,principal
job_43403,30/12/2023,60000.0,Awery,software_engineer,permanent,entry
job_43404,07/10/2023,105000.0,Ubisoft Ukraine,backend,temporary,lead
job_43405,13/10/2023,135000.0,VRNET.IO,fullstack,contract,mid
job_43406,15/10/2023,,Room 8 Studio,designer,temporary,senior
job_43407,24/10/2023,135000.0,Innovecs,devops,permanent,senior
job_43408,20/12/2023,80000.0,Apriorit,backend,temporary,junior
job_43409,27/10/2023,80000.0,Saphira Agency,frontend,freelance,lead
job_43410,10/11/2023,40000.0,Angle2,qa_engineer,temporary,junior
job_43411,15/11/2023,105000.0,Zgraya Digital,qa_engineer,permanent,principal
job_43412,28/11/2023,,Mine-marketing,product_manager,contract,senior
job_43413,01/11/2023,80000.0,Vakoms,designer,temporary,principal
job_43414,08/11/2023,,aqua cloud GmbH,frontend,freelance,lead
job_43415,11/10/2023,,Business Class,backend,permanent,entry
job_43416,23/10/2023,135000.0,Volmi – A Virtuos Studio,product_manager,freelance,senior
job_43417,17/10/2023,,SD Consulting,ml_engineer,freelance,lead
job_43418,04/12/2023,135000.0,Axon,designer,permanent,lead
job_43419,30/10/2023,40000.0,Podavach,backend,temporary,mid
job_43420,22/10/2023,135000.0,Profit Whales,product_manager,contract,senior
job_43421,06/11/2023,40000.0,JMIND,data_scientist,freelance,principal
job_43422,19/11/2023,105000.0,MadAppGang,ml_engineer,permanent,entry
job_43423,24/11/2023,135000.0,GoHard (Softpro LLC),frontend,temporary,mid
job_43424,23/12/2023,135000.0,Bahnhof AB,devops,temporary,junior
job_43425,16/11/2023,,Visartech,designer,contract,lead
job_43426,12/12/2023,135000.0,Come Back Agency,fullstack,freelance,junior
job_43427,20/12/2023,105000.0,Materialise,data_scientist,freelance,senior
job_43428,12/10/2023,,Visaright,designer,freelance,principal
job_43429,26/11/2023,135000.0,OSF Digital,frontend,temporary,entry
job_43430,31/12/2023,60000.0,Smart Traders Labs,software_engineer,freelance,mid
job_43431,14/11/2023,60000.0,Web Design Sun,frontend,temporary,entry
job_43432,16/10/2023,80000.0,iamDigital,frontend,freelance,junior
job_43433,10/12/2023,105000.0,42DM,ml_engineer,freelance,senior
job_43434,05/11/2023,135000.0,AdKings Agency,qa_engineer,freelance,entry
job_43435,11/11/2023,80000.0,A-HR,frontend,freelance,senior
job_43436,19/10/2023,60000.0,Code.Crafted,product_manager,permanent,mid
job_43437,30/10/2023,,Playtika,devops,freelance,entry
job_43438,14/12/2023,105000.0,Don`t Panic Recruiting Agency,frontend,permanent,principal
job_43439,18/10/2023,135000.0,Sombra,fullstack,freelance,mid
job_43440,12/11/2023,,bvblogic,fullstack,temporary,mid
job_43441,03/11/2023,135000.0,DataMola,fullstack,freelance,principal
job_43442,24/12/2023,60000.0,MacPaw,fullstack,contract,entry
job_43443,30/10/2023,105000.0,DMarket,data_scientist,temporary,mid
job_43444,27/11/2023,105000.0,Mudro Tech,devops,contract,principal
job_43445,05/12/2023,60000.0,Wise Engineering,software_engineer,permanent,junior
job_43446,14/10/2023,80000.0,Студія HR рішень,frontend,freelance,lead
job_43447,27/10/2023,105000.0,Webdevelop,fullstack,contract,senior
job_43448,24/10/2023,105000.0,LaSoft,product_manager,permanent,senior
job_43449,12/10/2023,40000.0,Boosta,software_engineer,permanent,junior
job_43450,21/12/2023,135000.0,ByteAnt,product_manager,permanent,mid
job_43451,29/11/2023,60000.0,PlasticJam,ml_engineer,temporary,principal
job_43452,24/11/2023,80000.0,:DTeam,fullstack,contract,junior
job_43453,08/12/2023,105000.0,Sparkybit,backend,contract,junior
job_43454,25/11/2023,135000.0,Eventyr,qa_engineer,temporary,principal
job_43455,13/11/2023,,Voicespin,fullstack,freelance,senior
job_43456,23/10/2023,105000.0,Motor City Limousine,fullstack,freelance,lead
job_43457,01/12/2023,80000.0,Adavice media,fullstack,contract,senior
job_43458,21/12/2023,135000.0,CNA International,frontend,freelance,principal
job_43459,30/12/2023,,Kormotech,qa_engineer,permanent,entry
job_43460,02/12/2023,40000.0,Smart Gamma,fullstack,temporary,mid
job_43461,28/11/2023,105000.0,MeGaDev llc,data_scientist,temporary,principal
job_43462,07/10/2023,80000.0,Mirko,data_scientist,temporary,senior
job_43463,31/12/2023,40000.0,Abona Ukraine,ml_engineer,permanent,principal
job_43464,29/12/2023,,Software development hub,devops,temporary,lead
job_43465,14/11/2023,,Olive Systems,ml_engineer,permanent,entry
job_43466,22/10/2023,60000.0,Hedgehog Agency,fullstack,temporary,senior
job_43467,21/11/2023,,Smart Solutions,software_engineer,permanent,lead
job_43468,09/12/2023,105000.0,Langate Software,software_engineer,freelance,mid
job_43469,21/12/2023,80000.0,RaceID,product_manager,temporary,junior
job_43470,28/12/2023,60000.0,itjet,product_manager,contract,junior
job_43471,28/10/2023,105000.0,DMarket,qa_engineer,freelance,lead
job_43472,16/12/2023,40000.0,NewGMedia,software_engineer,freelance,lead
job_43473,20/11/2023,135000.0,OpsWorks,fullstack,contract,mid
job_43474,14/11/2023,60000.0,Zazmic Inc.,product_manager,freelance,junior
job_43475,24/11/2023,60000.0,"Smart Tek Solutions and Services, LLC",product_manager,permanent,mid
job_43476,23/12/2023,80000.0,OpenWare Center,devops,permanent,junior
job_43477,20/12/2023,60000.0,Crystal Logic,backend,permanent,senior
job_43478,12/11/2023,60000.0,Integrio Systems,software_engineer,temporary,mid
job_43479,23/12/2023,40000.0,FintechLab,fullstack,freelance,entry
job_43480,15/12/2023,40000.0,Dev|ViV,frontend,freelance,principal
job_43481,02/11/2023,80000.0,Apextech,frontend,freelance,entry
job_43482,04/11/2023,60000.0,ArturIn,ml_engineer,freelance,principal
job_43483,11/10/2023,135000.0,Impulsis,data_scientist,freelance,lead
job_43484,05/10/2023,105000.0,PULS Software,backend,temporary,entry
job_43485,11/10/2023,60000.0,Ekreative,ml_engineer,permanent,principal
job_43486,21/10/2023,,waverleysoftware.com,fullstack,temporary,mid
job_43487,01/11/2023,135000.0,CUDEV,product_manager,permanent,junior
job_43488,04/10/2023,40000.0,Cruxlab,frontend,contract,entry
job_43489,17/12/2023,135000.0,Binariks Inc.,product_manager,freelance,principal
job_43490,22/11/2023,105000.0,Skeleton Crew,data_scientist,temporary,mid
job_43491,01/11/2023,80000.0,Wattum,designer,contract,lead
job_43492,08/10/2023,60000.0,QOONECT,software_engineer,contract,junior
job_43493,06/12/2023,135000.0,CHI Software,designer,contract,lead
job_43494,23/12/2023,60000.0,WebCap Digitals LLC,designer,freelance,senior
job_43495,26/10/2023,40000.0,Knowledge Gate,designer,contract,junior
job_43496,31/10/2023,40000.0,StarOfService,designer,temporary,principal
job_43497,20/10/2023,80000.0,StarOfService,backend,contract,mid
job_43498,04/12/2023,40000.0,ONSEO,backend,temporary,entry
job_43499,25/12/2023,60000.0,Thinksoft,designer,temporary,entry
job_43500,17/10/2023,135000.0,Vector Incorporated,ml_engineer,temporary,junior
job_43501,19/12/2023,105000.0,VARTEQ,designer,freelance,lead
job_43502,04/10/2023,,Unicorn Systems UA,devops,contract,senior
job_43503,04/12/2023,40000.0,Adavice media,fullstack,temporary,principal
job_43504,19/11/2023,,LibroTrading,product_manager,permanent,senior
job_43505,21/11/2023,80000.0,Mirko,fullstack,freelance,senior
job_43506,26/11/2023,,HiTech Service,fullstack,permanent,entry
job_43507,15/12/2023,80000.0,ByteOrchard,data_scientist,temporary,entry
job_43508,07/12/2023,105000.0,Taylor shipping solutions,product_manager,temporary,junior
job_43509,06/12/2023,40000.0,New Wave Devs,devops,freelance,mid
job_43510,03/11/2023,40000.0,Hiring and Dealing,data_scientist,temporary,entry
job_43511,27/10/2023,40000.0,AtlasApps,qa_engineer,permanent,senior
job_43512,10/10/2023,60000.0,Eventyr,product_manager,temporary,mid
job_43513,27/11/2023,40000.0,Hexa,fullstack,contract,principal
job_43514,24/12/2023,60000.0,GoMage & Sellbery,ml_engineer,permanent,entry
job_43515,16/11/2023,80000.0,WeRush,qa_engineer,freelance,senior
job_43516,07/10/2023,80000.0,Reenbit,ml_engineer,temporary,junior
job_43517,12/12/2023,135000.0,"Sombra, Lviv",qa_engineer,temporary,principal
job_43518,13/11/2023,80000.0,Crunch,devops,contract,lead
job_43519,03/12/2023,105000.0,ZaeLab,frontend,freelance,mid
job_43520,20/10/2023,105000.0,ABC Hosting,designer,freelance,entry
job_43521,19/10/2023,40000.0,Студия HR решений,product_manager,freelance,junior
job_43522,21/12/2023,105000.0,Olsys,qa_engineer,freelance,mid
job_43523,20/11/2023,135000.0,Студия HR решений,product_manager,freelance,entry
job_43524,18/11/2023,60000.0,Quantum,designer,temporary,mid
job_43525,23/12/2023,,Geniusee,fullstack,temporary,principal
job_43526,08/12/2023,,Vilmate,designer,freelance,principal
job_43527,16/12/2023,40000.0,Syndicode,software_engineer,freelance,entry
job_43528,04/11/2023,,UnionFlame,product_manager,freelance,entry
job_43529,19/11/2023,,JBW Soft,fullstack,temporary,principal
job_43530,04/12/2023,,NetEnt,data_scientist,temporary,senior
job_43531,25/10/2023,,Akvelon,qa_engineer,contract,junior
job_43532,05/11/2023,80000.0,Gamingtec,ml_engineer,temporary,junior
job_43533,18/11/2023,105000.0,Bistox,frontend,permanent,principal
job_43534,12/11/2023,80000.0,A.V.A. LTD,data_scientist,freelance,lead
job_43535,25/11/2023,105000.0,4ire Lab,fullstack,permanent,senior
job_43536,01/12/2023,40000.0,Sphere Software,data_scientist,freelance,entry
job_43537,18/11/2023,80000.0,Smart Tek Solutions and Services,frontend,temporary,mid
job_43538,14/12/2023,135000.0,Motion by Visible,qa_engineer,freelance,principal
job_43539,12/11/2023,135000.0,Binariks,designer,permanent,principal
job_43540,05/12/2023,80000.0,Brights,qa_engineer,contract,junior
job_43541,12/11/2023,80000.0,Dev-Pro Talent,frontend,temporary,entry
job_43542,22/12/2023,60000.0,DenDev,designer,freelance,principal
job_43543,07/12/2023,105000.0,Edvantis Software,devops,freelance,senior
job_43544,08/11/2023,40000.0,ELEKS,software_engineer,permanent,junior
job_43545,19/11/2023,135000.0,Five Jars,qa_engineer,contract,entry
job_43546,01/12/2023,40000.0,ElifTech,qa_engineer,contract,entry
job_43547,24/11/2023,105000.0,AbtoSoftware,ml_engineer,contract,mid
job_43548,09/10/2023,105000.0,2021.AI,ml_engineer,permanent,entry
job_43549,12/12/2023,135000.0,Access Solutions,frontend,contract,lead
job_43550,11/12/2023,80000.0,SEOBROTHERS,software_engineer,permanent,mid
job_43551,02/12/2023,40000.0,Abto Software,devops,permanent,principal
job_43552,30/10/2023,,ElifTech,frontend,freelance,lead
job_43553,04/10/2023,105000.0,EnvisionTEC Kyiv,designer,temporary,entry
job_43554,22/10/2023,40000.0,Brightech,ml_engineer,permanent,entry
job_43555,05/12/2023,80000.0,Codify,product_manager,temporary,mid
job_43556,10/10/2023,80000.0,JMIND,qa_engineer,freelance,lead
job_43557,31/12/2023,80000.0,Sphere Partners,data_scientist,freelance,junior
job_43558,18/10/2023,135000.0,Transcenda,product_manager,temporary,entry
job_43559,22/10/2023,105000.0,Lemberg Solutions,frontend,freelance,junior
job_43560,16/10/2023,80000.0,Nortal,frontend,freelance,entry
job_43561,03/12/2023,135000.0,InterLogic,software_engineer,freelance,entry
job_43562,24/10/2023,105000.0,Skillers,data_scientist,contract,junior
job_43563,20/12/2023,135000.0,ITExpert,data_scientist,permanent,principal
job_43564,17/11/2023,80000.0,Lasoft,frontend,permanent,entry
job_43565,03/11/2023,40000.0,Transcenda,devops,permanent,principal
job_43566,11/10/2023,105000.0,Solus agnecy,fullstack,freelance,junior
job_43567,27/12/2023,105000.0,MyHeritage,designer,contract,mid
job_43568,02/12/2023,40000.0,Temy,devops,permanent,junior
job_43569,22/11/2023,,Waverley Software,devops,contract,entry
job_43570,19/10/2023,105000.0,Trust Sourcing,designer,temporary,lead
job_43571,16/12/2023,105000.0,Piano,qa_engineer,temporary,junior
job_43572,24/10/2023,80000.0,ProCoders,fullstack,freelance,mid
job_43573,11/11/2023,135000.0,Puls Software,devops,contract,senior
job_43574,02/12/2023,60000.0,inVerita,software_engineer,contract,entry
job_43575,01/11/2023,40000.0,InVerita,software_engineer,freelance,mid
job_43576,29/12/2023,105000.0,MVP Engine,ml_engineer,freelance,entry
job_43577,09/12/2023,60000.0,Five Jars,devops,contract,junior
job_43578,31/12/2023,80000.0,Студия HR Решений,qa_engineer,temporary,senior
job_43579,09/10/2023,80000.0,Volpis,ml_engineer,permanent,junior
job_43580,01/12/2023,135000.0,Akvelon,fullstack,permanent,junior
job_43581,24/10/2023,60000.0,Otakoyi,fullstack,temporary,mid
job_43582,05/12/2023,105000.0,Zazmic Inc.,backend,temporary,lead
job_43583,05/12/2023,40000.0,MobiDev,product_manager,contract,entry
job_43584,14/10/2023,105000.0,Shark Software,qa_engineer,temporary,junior
job_43585,27/10/2023,40000.0,Limestone Digital,devops,permanent,lead
job_43586,16/11/2023,105000.0,RocketRoute,backend,temporary,principal
job_43587,16/11/2023,60000.0,Inforce,data_scientist,freelance,lead
job_43588,17/12/2023,40000.0,ITOMYCH STUDIO,backend,contract,mid
job_43589,09/12/2023,135000.0,Dewais,software_engineer,temporary,lead
job_43590,05/10/2023,105000.0,Wetelo,ml_engineer,temporary,senior
job_43591,22/10/2023,135000.0,Qoders Family,frontend,contract,lead
job_43592,05/12/2023,105000.0,CHI Software,backend,temporary,lead
job_43593,16/10/2023,135000.0,Ideasoft,software_engineer,permanent,lead
job_43594,08/12/2023,,Scalors GmbH,frontend,permanent,principal
job_43595,24/10/2023,,Scalors Gmbh,product_manager,contract,junior
job_43596,09/12/2023,,YozmaTech,backend,permanent,entry
job_43597,26/11/2023,105000.0,Akvelon,backend,contract,principal
job_43598,26/10/2023,105000.0,Bintime,product_manager,contract,principal
job_43599,24/10/2023,40000.0,AllStars-IT,data_scientist,contract,senior
job_43600,17/12/2023,,NERDZ LAB,data_scientist,temporary,principal
job_43601,24/11/2023,60000.0,Digitalsuits,devops,permanent,entry
job_43602,05/12/2023,135000.0,ELEKS,software_engineer,temporary,entry
job_43603,24/12/2023,60000.0,AB-Soft,backend,permanent,mid
job_43604,24/10/2023,105000.0,"Smart Tek Solutions and Services, LLC",data_scientist,permanent,lead
job_43605,14/12/2023,60000.0,Svitla Systems,software_engineer,temporary,principal
job_43606,11/10/2023,135000.0,BOSS Gaming Solutions,ml_engineer,permanent,senior
job_43607,01/11/2023,,Danavero,data_scientist,freelance,lead
job_43608,04/12/2023,40000.0,Incode Group,fullstack,contract,mid
job_43609,18/12/2023,80000.0,Devtorium,ml_engineer,permanent,lead
job_43610,19/11/2023,135000.0,SOC Prime,designer,freelance,entry
job_43611,20/10/2023,40000.0,Omilia CIS,qa_engineer,freelance,principal
job_43612,16/11/2023,60000.0,Apiko,qa_engineer,contract,junior
job_43613,21/11/2023,105000.0,Brainence,frontend,freelance,mid
job_43614,28/12/2023,135000.0,ItTechArt Group,backend,permanent,principal
job_43615,27/10/2023,40000.0,AboutHR recruiting agency,designer,contract,senior
job_43616,30/11/2023,60000.0,eTeam Inc.,devops,contract,principal
job_43617,05/10/2023,40000.0,sphereinc.com,qa_engineer,freelance,junior
job_43618,05/12/2023,80000.0,shyshenko.com,designer,freelance,senior
job_43619,11/12/2023,60000.0,LaSoft,qa_engineer,freelance,junior
job_43620,26/10/2023,105000.0,TEAM International,fullstack,permanent,entry
job_43621,03/11/2023,40000.0,TEAM International,devops,temporary,lead
job_43622,20/11/2023,60000.0,MLSDev,devops,temporary,lead
job_43623,18/10/2023,,Aionys Software Development,frontend,temporary,junior
job_43624,31/10/2023,60000.0,SMSEdge,frontend,temporary,entry
job_43625,30/12/2023,80000.0,Binary Studio,product_manager,permanent,senior
job_43626,04/10/2023,80000.0,Opentag,product_manager,freelance,junior
job_43627,16/10/2023,135000.0,SD Solutions,data_scientist,temporary,mid
job_43628,05/10/2023,,SD Solutions,software_engineer,freelance,lead
job_43629,24/12/2023,135000.0,CityFALCON,frontend,contract,principal
job_43630,23/11/2023,,"Smart Tek Solutions, LLC",frontend,temporary,senior
job_43631,20/11/2023,80000.0,Enapps,software_engineer,temporary,mid
job_43632,30/10/2023,105000.0,Freelance,designer,temporary,lead
job_43633,04/10/2023,135000.0,Techmates Group,qa_engineer,temporary,senior
job_43634,10/11/2023,80000.0,Maincode Agency,backend,temporary,entry
job_43635,21/11/2023,135000.0,Atticlab,product_manager,contract,lead
job_43636,24/10/2023,,CEX.IO,backend,contract,senior
job_43637,24/11/2023,105000.0,Ukraine - International Service Group,designer,contract,entry
job_43638,08/11/2023,60000.0,QArea,designer,permanent,principal
job_43639,29/10/2023,60000.0,Varteq,qa_engineer,temporary,junior
job_43640,21/12/2023,40000.0,CNA International IT,software_engineer,contract,senior
job_43641,24/12/2023,135000.0,S-PRO,data_scientist,permanent,entry
job_43642,11/10/2023,135000.0,Thundersoft,backend,contract,lead
job_43643,22/12/2023,60000.0,Respect.Studio Agency,frontend,temporary,mid
job_43644,16/12/2023,40000.0,TrustNet,qa_engineer,freelance,lead
job_43645,21/10/2023,40000.0,Onseo,software_engineer,freelance,lead
job_43646,05/10/2023,60000.0,PLVision,software_engineer,contract,lead
job_43647,16/12/2023,40000.0,Ortnec,frontend,permanent,entry
job_43648,07/12/2023,80000.0,tr3butor,data_scientist,freelance,lead
job_43649,18/10/2023,40000.0,Binaryx,data_scientist,permanent,entry
job_43650,12/10/2023,80000.0,OutCrew,fullstack,contract,senior
job_43651,24/12/2023,105000.0,Clearion,devops,freelance,junior
job_43652,14/12/2023,80000.0,Tres Commas,ml_engineer,permanent,junior
job_43653,12/11/2023,135000.0,Neosight Group,qa_engineer,freelance,senior
job_43654,30/10/2023,105000.0,Langate,frontend,temporary,junior
job_43655,15/10/2023,135000.0,Dewais,data_scientist,freelance,lead
job_43656,30/11/2023,40000.0,LinkUp Studio,fullstack,temporary,mid
job_43657,29/10/2023,105000.0,P2H,software_engineer,temporary,entry
job_43658,08/11/2023,80000.0,Infostroy Software,ml_engineer,freelance,senior
job_43659,14/11/2023,135000.0,AboutHR,designer,freelance,senior
job_43660,29/10/2023,40000.0,AboutHR,backend,permanent,entry
job_43661,13/10/2023,135000.0,Recruit-Alliance IT,software_engineer,freelance,mid
job_43662,13/12/2023,135000.0,DevelopsToday,ml_engineer,contract,junior
job_43663,15/11/2023,105000.0,LogiqApps AS,data_scientist,temporary,entry
job_43664,18/10/2023,80000.0,Crystal Logic,product_manager,freelance,junior
job_43665,07/12/2023,80000.0,Devox Software,fullstack,freelance,junior
job_43666,14/11/2023,105000.0,Jappware,backend,temporary,junior
job_43667,14/10/2023,135000.0,YozmaTech,data_scientist,contract,entry
job_43668,23/12/2023,80000.0,Inktech Web,fullstack,permanent,senior
job_43669,09/10/2023,60000.0,Nordcurrent Odessa,ml_engineer,temporary,principal
job_43670,03/11/2023,135000.0,Olive Systems,data_scientist,contract,mid
job_43671,28/12/2023,40000.0,Suntech INNOVATION,software_engineer,permanent,junior
job_43672,23/12/2023,105000.0,Gearheart,product_manager,freelance,mid
job_43673,09/12/2023,60000.0,Avenga,product_manager,freelance,mid
job_43674,28/12/2023,135000.0,SeaRates,product_manager,freelance,mid
job_43675,20/11/2023,135000.0,Gearheart,frontend,temporary,senior
job_43676,07/11/2023,135000.0,Zoolatech,software_engineer,contract,senior
job_43677,21/11/2023,80000.0,VARTEQ,ml_engineer,contract,lead
job_43678,27/12/2023,60000.0,Stepico Games,software_engineer,contract,entry
job_43679,23/12/2023,80000.0,Cider Consulting,product_manager,temporary,principal
job_43680,13/12/2023,40000.0,MEV,qa_engineer,temporary,entry
job_43681,13/12/2023,105000.0,Beetroot Academy,designer,permanent,principal
job_43682,23/10/2023,135000.0,Jappware,software_engineer,contract,entry
job_43683,24/12/2023,135000.0,DevelopsToday,data_scientist,permanent,lead
job_43684,21/11/2023,135000.0,Ukraine Tech,devops,contract,entry
job_43685,11/12/2023,135000.0,Yalantis,designer,temporary,junior
job_43686,30/11/2023,,Eventyr,ml_engineer,contract,senior
job_43687,26/11/2023,,ZaeLab,product_manager,temporary,entry
